제목,주소,키워드,종목코드,날짜
롯데 신동빈 보석 불발...29일 日주총 표대결 주목(종합),http://biz.chosun.com/site/data/html_dir/2018/06/28/2018062803375.html,"상대로 제기
대표 단 , 신동빈
신동빈 편지
편지
지주 회 회유
28 일 오후
5 시반 현재
현재 신동빈
신동빈 롯데
대한 보석 ( )",004990,2018-06-28
"황각규 부회장 日 출국, 롯데홀딩스 경영진에 서신 전달",http://biz.chosun.com/site/data/html_dir/2018/06/28/2018062802320.html,"회장 1 심
1 심 실형
, 일
일 롯데
롯데 경영
경영 위해
위해 신
회장 사직
사진
모임",004990,2018-06-28
신동빈 보석 불투명...'D-1' 日 주총 참석 어려울듯,http://biz.chosun.com/site/data/html_dir/2018/06/28/2018062802217.html,"상대로 제기
법원 , 28 일
28 일 오후
오후 보석
불발 대비
지주 회 회유
경영 복귀
복귀 시도
시도 재판 부가
재판 부가 28 일",004990,2018-06-28
"신동주, 日 롯데 이사진 적대하며 경영권 되찾을 수 있나",http://biz.chosun.com/site/data/html_dir/2018/06/25/2018062501905.html,"회장 부재
회장 대한
25 일 신동빈
회장 서울 고등법원
서울 고등법원 형사 8 부 ( 재판
형사 8 부 ( 재판 강승준 )
강승준 ) 심리
심리
5 차
5 차 항소심",004990,2018-06-25
"신동빈 회장, 롯데지주 주식 248만주 추가 획득",http://biz.chosun.com/site/data/html_dir/2018/06/25/2018062501598.html,"이로
회장 보유
보유 주식
주식 기존
기존 980 만 3027 주
980 만 3027 주 1228 만 3541 주로
롯데 지주 ( 004990 ) 신동빈
회장 유상 신주
신규 취득
취득 25 일",004990,2018-06-25
"롯데지주, 롯데제과 자회사로 편입",http://biz.chosun.com/site/data/html_dir/2018/06/25/2018062501577.html,"롯데 지주 현물출자
분 매입
매입 롯데 제과
최 출자
공정거래법
공정거래법 제 2 조 1 의 3
제 2 조 1 의 3 의거
의거 지주회사
지주회사 자회사 로써
편입 요건 충족 고",004990,2018-06-25
"분할만 하면 지주사 주가 '뚝뚝'…\전환 안하는게 낫다\"" 목소리도""",http://biz.chosun.com/site/data/html_dir/2018/06/21/2018062103039.html,"지주사 전환
관계자 기본
기본 우리나라
우리나라 계열 사별
계열 사별 자율
자율 경영
경영 중심
중심 계 열사
계 열사 아래
형태 능률",004990,2018-06-22
"롯데지주, 제과·칠성음료 지분 20% 확보...신동빈 지분 10% 넘어서",http://biz.chosun.com/site/data/html_dir/2018/06/21/2018062103068.html,"정혁진
연구원 추가
금산분리 규제
규제 보유
보유 수
분 정리
정리 방안
21 일
보통주 현물
현물 출자 ,",004990,2018-06-21
"롯데지주, 신동빈 회장 1445억원 유상증자 참여",http://biz.chosun.com/site/data/html_dir/2018/06/21/2018062101982.html,"롯데 지주 ( 004990 ) 신동빈
롯데 제과 롯데 칠성 음료 보통주
보통주 현물출자
현물출자 롯데 지주
롯데 지주 신주
부여 방식
방식 일반 공모
21 일
후 신
회장 분율",004990,2018-06-21
"신동빈, 日롯데 이사회 지지얻을까…법원, 20일 보석 심리",http://biz.chosun.com/site/data/html_dir/2018/06/19/2018061902164.html,"경영 분쟁
반면
며 한일
약화
약화 가능성
가능성 방어
주총 신동빈
회장 주총
판단
일본 지배",004990,2018-06-19
하나둘 없어지는 그룹 컨트롤타워…SK만 '마이웨이',http://biz.chosun.com/site/data/html_dir/2018/06/03/2018060300263.html,"계 열사 인력
롯데
롯데 관계자
관계자 파견
비판 일어
4 월 정책 본부
정책 본부 롯데 쇼핑
롯데 쇼핑 소속
소속 운영 ,
해소 등",004990,2018-06-03
'평창 롱패딩' 대박 낸 롯데百 직원 14명 표창장 받아,http://biz.chosun.com/site/data/html_dir/2018/06/01/2018060100830.html,"표창장
최고 히트
마스코트 인형
인형 등
기념품
롯데 백화점 라이 선싱팀
직원 14 명
14 명 격려
격려 부재
부재 신동빈",004990,2018-06-01
"롯데지주, 1분기 영업이익 756억원... 매출 2조1909억원",http://biz.chosun.com/site/data/html_dir/2018/05/15/2018051501833.html,"지난해 10 월
10 월 롯데 제과 ( 280360 ),
롯데 제과 ( 280360 ), 롯데 쇼핑 ( 023530 ),
롯데 쇼핑 ( 023530 ), 롯데 칠성 음료 ( 005300 ),
롯데 칠성 음료 ( 005300 ), 롯데 푸드 ( 002270 ) 를
롯데 푸드 ( 002270 ) 를 투자 회사
투자 회사 사업 회사
사업 회사 인적 분할
인적 분할 뒤
뒤 롯데 제과",004990,2018-05-15
"[단독] 롯데그룹, 신격호 명예회장 추대...11일 이사회서 결정",http://biz.chosun.com/site/data/html_dir/2018/05/14/2018051400832.html,"지주회사
모두
등 그룹
지배구조
며 현재
현재 그룹
운영
지체
바람
롯데 그룹 공정위",004990,2018-05-14
"김상조 위원장, 10대그룹 경영인과 정책 간담회",http://biz.chosun.com/site/data/html_dir/2018/05/10/2018051000825.html,"김준 동 대한 상의
및 거래
위해
위원장 외
김준 SK
커뮤니케이션 위원장 ,
위원장 , 하현 회
부회장 , 권혁 구
그룹 전문
위원장 그동안",004990,2018-05-10
"신동주 \롯데홀딩스, 신동빈 해임하고 날 선임하라\"" 5번째 요구""",http://biz.chosun.com/site/data/html_dir/2018/04/30/2018043001046.html,"신 전
롯데 그룹 관계자
27 일 자신
모임
모임 사이트
사이트 통해
정기 주주총회 자신
이사 선임
회장 사직
신동주 , 4 차례",004990,2018-04-30
"롯데그룹, 산업인력공단과 일자리 창출 MOU",http://biz.chosun.com/site/data/html_dir/2018/04/30/2018043000593.html,"협약 통해
이번 협약
한국 산업 인력 공단 이사장
이사장 이번
통해 우수
산업 현장 양질
앞 대기업 ,
등 청년
청년 일자리
롯데 제과 , 롯데 케미칼",004990,2018-04-30
"롯데지주, 롯데글로벌로지스 자회사 편입",http://biz.chosun.com/site/data/html_dir/2018/04/10/2018041002216.html,"롯데 지주 편입
편입 사유
사유 대해
대해 롯데 지주 ( 주 ) 와
한국 후지필름 ( 주 ), 롯데 알 에스 ( 주 ),( 주 ) 홍 기획 ,
롯데 알 에스 ( 주 ),( 주 ) 홍 기획 , 롯데 아이티 테크 ( 주 ) 의
롯데 아이티 테크 ( 주 ) 의 분할 합병
분할 합병
분 매입
롯데 지주 ( 004990 ) 롯데 글로벌 지스",004990,2018-04-10
"일부 기업 총수들, 회사 실적 줄어도 연봉은 늘어",http://biz.chosun.com/site/data/html_dir/2018/04/03/2018040302338.html,"작년 보수
평균 임금
정몽구
회장 , 이웅 열
분쟁 2015 년
2015 년 2016 년
작년 본격
본격 일
일 양국
롯데 직접",004990,2018-04-03
"신동빈 롯데 회장, 3월부터 급여 반납키로",http://biz.chosun.com/site/data/html_dir/2018/04/03/2018040301519.html,"롯데 그룹 관계자
지난 2 월
3 일
회장 수감
수감 상황
상황 연봉
며 이
월급 일인 지난달
지난달 21 일
21 일 신",004990,2018-04-03
신동빈 회장 재벌총수 연봉킹…7개회사서 152억원 받아,http://biz.chosun.com/site/data/html_dir/2018/04/02/2018040202385.html,"삼성 전자 부회장
등 총
순위 17 위인
17 위인 LS 그룹
LS 그룹 구자용
, 구자엽
구자균 LS 산전
LS 산전 회장
등 9 개
등재 ,",004990,2018-04-02
"황각규 롯데 부회장 \중장기적 비즈니스 플랜 확보할 것\""""",http://biz.chosun.com/site/data/html_dir/2018/03/23/2018032302443.html,"승인 건 ,
황 부회장
부회장 23 일
23 일 서울
서울 잠실
포트폴리오 최적화
최적화 통해
통해
분야
확보 수",004990,2018-03-23
[롯데지주 주총] 신동빈 구속 후 비상경영 첫 시험대 통과...日 롯데홀딩스도 지지(종합),http://biz.chosun.com/site/data/html_dir/2018/02/27/2018022701407.html,"롯데 알 에스 롯데 상사 ,
롯데 상사 , 롯데 로지 스틱스 ,
롯데 로지 스틱스 , 한국 후지필름 ,
한국 후지필름 , 홍 기획 ,
황각규
롯데 지주 대표이사 ( 부회장 )
대표이사 ( 부회장 ) 분할 합병 안
분할 합병 주주 가치
주주 가치 리기
리기",004990,2018-02-27
[롯데지주 주총] 6개 계열사 흡수합병안 통과... 순환출자고리 완전 해소(1보),http://biz.chosun.com/site/data/html_dir/2018/02/27/2018022701301.html,"롯데 지주 ( 004990 ) 27 일
27 일 서울
서울 잠실
롯데 알 에스 롯데 상사 ,
롯데 상사 , 롯데 로지 스틱스 ,
롯데 로지 스틱스 , 한국 후지필름 ,
한국 후지필름 , 홍 기획 ,
등 6 개
6 개 계 열사
계 열사 분할",004990,2018-02-27
"[롯데지주 주총] 황각규 롯데 부회장 \주주들이 현명한 선택할 것\""""",http://biz.chosun.com/site/data/html_dir/2018/02/27/2018022701154.html,"총 주요
주주 가치
통과 기본
기본 추구
추구 투명
투명 확보
지배구조 거버넌스
거버넌스 확립
27 일 오전
오전 서울",004990,2018-02-27
'지주 연대보증' 롯데 주요 계열사 신용등급 전망 하향,http://biz.chosun.com/site/data/html_dir/2018/02/27/2018022701104.html,"실적 저하
이인영
이인영 나이스 신평
나이스 신평 수석 연구원
수석 연구원 핵심 사업인
핵심 사업인 국내
저하 추세
추세 향후
향후 수익
수익 회복",004990,2018-02-27
"[단독] 신동주 \신격호 회장 지분 위임 효력 확인해달라\"" 소송 제기""",http://biz.chosun.com/site/data/html_dir/2018/02/26/2018022600939.html,"의결권 행사
행사 대한
신동빈 롯데 그룹
분 대한
회장 대한
한정 후견 결정
한편
회장 구속
구속 후
후 첫",004990,2018-02-26
신동빈 日 롯데 대표 사임...일본 돌아서면 롯데지주도 위험,http://biz.chosun.com/site/data/html_dir/2018/02/21/2018022102437.html,"회장 대한
지지 철회
주주 쿠다
롯데 홀딩스 공동 대표 ( 사장 ),
공동 대표 ( 사장 ), 고바야시
고바야시 마사 모토 ( )
마사 모토 ( ) 일본
대표 등
지지 통해
롯데 통합 경영",004990,2018-02-21
"서울상의, 박용만 회장 재선출…대한상의도 연임할듯",http://biz.chosun.com/site/data/html_dir/2018/02/21/2018022101264.html,"회장 최근
최근 연임
기도 ,
회원 박
관계 대한
연임 것
것 전망
황각규
회장 등
등 3 명",004990,2018-02-21
롯데지주 27일 임시주총 개최...신동빈 회장 부재 변수 될까,http://biz.chosun.com/site/data/html_dir/2018/02/20/2018022002109.html,"롯데 관계자
롯데 지주 ( 004990 ) 달
달 말
열 예정
예정 가운데
가운데 신동빈
구속 ' 돌발
돌발 변수
영향
관심",004990,2018-02-20
신동빈 구속에 롯데 금융사 지배구조 '흔들',http://biz.chosun.com/site/data/html_dir/2018/02/20/2018022000830.html,"지난 14 일
롯데 대표자
대표자 횡령
횡령 배임
배임 뇌물
뇌물 등
등 범죄 행위
수감 것
70 년 역사상
역사상 전 대미 문의",004990,2018-02-20
[마켓뷰] 외인·기관 '사자'에 韓 증시는 달콤한 밸런타인데이,http://biz.chosun.com/site/data/html_dir/2018/02/14/2018021402021.html,"이경민
이경민 대신 증권
팀 만약
만약 예상
예상 상회
상회 물가
요인
것 ,
속도 대한
전날 대비",004990,2018-02-14
"[특징주] 롯데그룹주, 신동빈 회장 구속 소식에 동반 하락세",http://biz.chosun.com/site/data/html_dir/2018/02/14/2018021400915.html,"전날
전날 서울중앙지법
부장 판사 ) 뇌물
공 혐의
혐의 기소
기소 신
회장 징역
징역 2 년
2 년 6 개월
6 개월 실형",004990,2018-02-14
'사드 직격탄' 롯데쇼핑 영업이익 31% 급감... 마트 적자폭 2배 이상 늘어(종합),http://biz.chosun.com/site/data/html_dir/2018/02/08/2018020802749.html,"롯데 쇼핑 관계자
2 배 이상
관계자 사드
사드 이슈
이슈 영향
영향 지난해
지난해 백화점
백화점 마트
마트 등
등 주요",004990,2018-02-08
